# TUMS, HORA, TD, TREL, DADO_RAD, S, G, D, TV, REPOND, BANDA_EL, BANDA_AZ, BANDA_DT, SN_RD, ERRO_EL, ERRO_AZ, ELEV, AZIM, DIST, ELEV_F, AZIM_F, DIST_F, X_RAMPA_BR, Y_RAMPA_BR, Z_RAMPA_BR, X_RAMPA_F, Y_RAMPA_F, Z_RAMPA_F, VALIDO, ALT, DIST_CURV, Vx, Vy, Vz, Ax, Ay, Az, DESIGNADOR, DSG_ELEV, DSG_AZIM, DSG_DIST, DSG_X_RAMPA, DSG_Y_RAMPA, DSG_Z_RAMPA, DSG_Vx, DSG_Vy, DSG_Vz
053522500, 14:52:02.500, +00:00:48, 108280, O, A, A, A, N, N, 1, 1, 6, 11, 3.25971, -0.95874, 57.65407, 44.00024, 31.238, 57.64333, 44.00397, 31.234, 5.745, 10.357, 26.418, 5.748, 10.358, 26.412, S, 26465.2, 11.791, 48.46, 89.46, -300.09, 0.19, 0.12, 0.00,        Atlas-CLA, 57.86630, 44.35686, 31.234, 5.744, 10.199, 26.533, 44.87, 86.64, -294.27
053522550, 14:52:02.550, +00:00:48, 108330, O, A, A, A, N, N, 1, 1, 6, 11, -0.28762, -1.91748, 57.62797, 44.00162, 31.223, 57.62157, 43.99946, 31.224, 5.748, 10.360, 26.398, 5.750, 10.363, 26.397, S, 26450.3, 11.796, 48.33, 89.25, -300.01, 0.03, 0.03, 0.00,        Atlas-CLA, 57.86454, 44.35863, 31.233, 5.749, 10.208, 26.502, 45.35, 86.57, -295.21
053522600, 14:52:02.600, +00:00:48, 108380, O, A, A, A, N, N, 1, 1, 6, 11, 9.87500, 1.34223, 57.60461, 43.99475, 31.217, 57.59969, 43.99477, 31.214, 5.752, 10.366, 26.386, 5.753, 10.367, 26.383, S, 26435.7, 11.801, 48.28, 89.20, -299.76, 0.11, 0.01, 0.00,        Atlas-CLA, 57.82121, 44.34890, 31.213, 5.749, 10.208, 26.502, 45.35, 86.57, -295.21
053522650, 14:52:02.650, +00:00:48, 108430, O, A, A, A, N, N, 1, 1, 6, 11, 6.42354, -3.73908, 57.57851, 43.99338, 31.210, 57.57748, 43.99035, 31.205, 5.758, 10.373, 26.373, 5.755, 10.371, 26.368, S, 26421.1, 11.806, 48.45, 89.29, -299.40, 0.15, 0.04, 0.00,        Atlas-CLA, 57.81950, 44.34960, 31.212, 5.754, 10.216, 26.472, 45.69, 86.71, -296.03
053522700, 14:52:02.700, +00:00:48, 108480, O, A, A, A, N, N, 1, 1, 6, 11, -5.46481, -4.98544, 57.57302, 44.00574, 31.191, 57.55660, 43.98729, 31.194, 5.755, 10.365, 26.355, 5.757, 10.375, 26.353, S, 26406.3, 11.810, 48.27, 88.52, -299.26, 0.06, -0.28, -0.00,        Atlas-CLA, 57.77597, 44.33993, 31.192, 5.754, 10.216, 26.472, 45.69, 86.71, -296.03
053522750, 14:52:02.750, +00:00:48, 108530, O, A, A, A, N, N, 1, 1, 6, 11, -3.64320, -1.72573, 57.55653, 44.00574, 31.180, 57.53611, 43.98454, 31.184, 5.756, 10.366, 26.341, 5.760, 10.378, 26.338, S, 26391.6, 11.814, 48.01, 87.59, -299.07, 0.08, -0.66, -0.00,        Atlas-CLA, 57.77448, 44.34162, 31.191, 5.759, 10.225, 26.441, 46.12, 86.62, -296.84
053522800, 14:52:02.800, +00:00:48, 108580, O, A, A, A, N, N, 1, 1, 6, 11, -2.58859, -3.16384, 57.53318, 43.99887, 31.170, 57.51546, 43.98154, 31.174, 5.758, 10.371, 26.326, 5.762, 10.382, 26.324, S, 26376.8, 11.818, 47.77, 86.76, -298.92, 0.06, -0.99, -0.00,        Atlas-CLA, 57.73078, 44.33209, 31.171, 5.759, 10.225, 26.441, 46.12, 86.62, -296.84
053522850, 14:52:02.850, +00:00:48, 108630, O, A, A, A, N, N, 1, 1, 6, 11, -5.46481, -2.58859, 57.52631, 44.00162, 31.158, 57.49595, 43.97906, 31.163, 5.756, 10.368, 26.314, 5.763, 10.385, 26.309, S, 26362.3, 11.822, 47.26, 85.49, -298.60, 0.13, -1.51, -0.00,        Atlas-CLA, 57.72858, 44.33537, 31.170, 5.765, 10.233, 26.410, 46.83, 86.29, -298.17
053522900, 14:52:02.900, +00:00:48, 108680, O, A, A, A, N, N, 1, 1, 6, 11, 0.57524, 2.10922, 57.50845, 43.96866, 31.144, 57.47668, 43.97422, 31.152, 5.750, 10.375, 26.297, 5.765, 10.388, 26.294, S, 26347.5, 11.825, 46.21, 84.49, -298.44, 0.07, -1.89, -0.00,        Atlas-CLA, 57.68465, 44.32610, 31.150, 5.765, 10.233, 26.410, 46.83, 86.29, -298.17
053522950, 14:52:02.950, +00:00:49, 108730, O, A, A, A, N, N, 1, 1, 6, 10, 0.28762, 1.34223, 57.48372, 43.94943, 31.133, 57.45706, 43.96822, 31.141, 5.750, 10.383, 26.280, 5.765, 10.391, 26.280, S, 26332.7, 11.829, 45.08, 83.80, -298.37, 0.03, -2.14, -0.00,        Atlas-CLA, 57.68291, 44.32688, 31.149, 5.770, 10.242, 26.379, 47.20, 86.44, -298.92
053523000, 14:52:03.000, +00:00:49, 108780, O, A, A, A, N, N, 1, 1, 6, 10, 3.83495, 11.69660, 57.46174, 43.93845, 31.108, 57.43733, 43.96176, 31.129, 5.745, 10.383, 26.252, 5.766, 10.395, 26.264, S, 26316.8, 11.832, 43.56, 82.84, -299.20, -0.34, -2.50, -0.00,        Atlas-CLA, 57.63879, 44.31767, 31.129, 5.770, 10.242, 26.379, 47.20, 86.44, -298.92
053523050, 14:52:03.050, +00:00:49, 108830, O, A, A, A, N, N, 1, 1, 6, 10, -1.62985, 4.60194, 57.44801, 43.91922, 31.114, 57.41817, 43.95422, 31.119, 5.748, 10.394, 26.254, 5.766, 10.398, 26.249, S, 26302.2, 11.835, 42.18, 82.37, -298.87, 0.14, -2.65, -0.00,        Atlas-CLA, 57.63692, 44.31771, 31.129, 5.775, 10.251, 26.348, 47.48, 86.74, -299.74
053523100, 14:52:03.100, +00:00:49, 108880, O, A, A, A, N, N, 1, 1, 6, 10, -1.05461, 1.82160, 57.42877, 43.92609, 31.103, 57.39909, 43.94773, 31.108, 5.751, 10.394, 26.239, 5.767, 10.402, 26.235, S, 26287.7, 11.839, 41.02, 81.70, -298.55, 0.13, -2.87, -0.00,        Atlas-CLA, 57.59259, 44.30851, 31.108, 5.775, 10.251, 26.348, 47.48, 86.74, -299.74
053523150, 14:52:03.150, +00:00:49, 108930, O, A, A, A, N, N, 1, 1, 6, 10, 3.06796, 0.86286, 57.40954, 43.92059, 31.090, 57.38009, 43.94127, 31.097, 5.752, 10.397, 26.223, 5.768, 10.405, 26.220, S, 26273.0, 11.842, 39.83, 80.95, -298.35, 0.08, -3.12, -0.00,        Atlas-CLA, 57.59083, 44.30970, 31.108, 5.780, 10.260, 26.317, 47.92, 86.82, -300.55
053523200, 14:52:03.200, +00:00:49, 108980, O, A, A, A, N, N, 1, 1, 6, 10, 6.71117, -7.47816, 57.38206, 43.91785, 31.084, 57.36050, 43.93506, 31.087, 5.757, 10.404, 26.209, 5.769, 10.409, 26.205, S, 26258.4, 11.846, 38.99, 80.45, -298.07, 0.12, -3.27, -0.00,        Atlas-CLA, 57.54631, 44.30060, 31.088, 5.780, 10.260, 26.317, 47.92, 86.82, -300.55
053523250, 14:52:03.250, +00:00:49, 109030, O, A, A, A, N, N, 1, 1, 6, 10, -2.58859, 1.72573, 57.36146, 43.90961, 31.078, 57.34090, 43.92864, 31.077, 5.760, 10.410, 26.198, 5.770, 10.413, 26.191, S, 26244.1, 11.849, 38.25, 80.10, -297.57, 0.21, -3.35, -0.00,        Atlas-CLA, 57.54494, 44.30098, 31.087, 5.785, 10.269, 26.286, 48.18, 86.99, -301.16
053523300, 14:52:03.300, +00:00:49, 109080, O, A, A, A, N, N, 1, 1, 6, 10, -0.76699, 10.35437, 57.33123, 43.88763, 31.067, 57.32051, 43.92093, 31.066, 5.761, 10.420, 26.180, 5.771, 10.417, 26.176, S, 26229.5, 11.854, 37.51, 80.18, -297.32, 0.10, -3.24, -0.00,        Atlas-CLA, 57.50025, 44.29192, 31.067, 5.785, 10.269, 26.286, 48.18, 86.99, -301.16
053523350, 14:52:03.350, +00:00:49, 109130, O, A, A, A, N, N, 1, 1, 6, 10, -3.54733, -11.69660, 57.30513, 43.86566, 31.056, 57.29970, 43.91199, 31.056, 5.760, 10.429, 26.163, 5.772, 10.421, 26.162, S, 26214.8, 11.858, 36.67, 80.57, -297.21, 0.04, -3.01, -0.00,        Atlas-CLA, 57.49890, 44.29244, 31.066, 5.790, 10.277, 26.256, 48.43, 87.11, -301.82
053523400, 14:52:03.400, +00:00:49, 109180, O, A, A, A, N, N, 1, 1, 6, 10, -1.34223, -6.51942, 57.28590, 43.84781, 31.048, 57.27902, 43.90219, 31.046, 5.760, 10.436, 26.151, 5.772, 10.426, 26.147, S, 26200.3, 11.863, 35.73, 81.12, -296.94, 0.12, -2.72, -0.00,        Atlas-CLA, 57.45404, 44.28342, 31.046, 5.790, 10.277, 26.256, 48.43, 87.11, -301.82
053523450, 14:52:03.450, +00:00:49, 109230, O, A, A, A, N, N, 1, 1, 6, 11, -3.06796, 4.12257, 57.25293, 43.85193, 31.031, 57.25737, 43.89335, 31.035, 5.764, 10.439, 26.127, 5.773, 10.431, 26.132, S, 26185.0, 11.867, 35.07, 81.58, -297.30, -0.15, -2.47, -0.00,        Atlas-CLA, 57.45303, 44.28314, 31.045, 5.795, 10.286, 26.225, 48.42, 87.22, -302.50
053523500, 14:52:03.500, +00:00:49, 109280, O, A, A, A, N, N, 1, 1, 6, 11, 2.78034, 7.95753, 57.24468, 43.84918, 31.023, 57.23678, 43.88487, 31.025, 5.763, 10.439, 26.117, 5.774, 10.436, 26.117, S, 26170.2, 11.872, 34.27, 81.74, -297.27, 0.01, -2.35, -0.00,        Atlas-CLA, 57.40803, 44.27410, 31.025, 5.795, 10.286, 26.225, 48.42, 87.22, -302.50
053523550, 14:52:03.550, +00:00:49, 109330, O, A, A, A, N, N, 1, 1, 6, 11, -0.38350, -11.69660, 57.22820, 43.83820, 31.005, 57.21654, 43.87609, 31.014, 5.760, 10.440, 26.098, 5.775, 10.440, 26.102, S, 26155.0, 11.876, 33.17, 81.65, -297.57, -0.13, -2.34, -0.00,        Atlas-CLA, 57.40739, 44.27434, 31.024, 5.800, 10.295, 26.194, 48.44, 87.19, -303.03
053523600, 14:52:03.600, +00:00:49, 109380, O, A, A, A, N, N, 1, 1, 6, 11, -7.09466, -1.15049, 57.20347, 43.83408, 30.984, 57.19597, 43.86757, 31.002, 5.759, 10.441, 26.073, 5.775, 10.443, 26.086, S, 26139.0, 11.879, 31.98, 81.33, -298.53, -0.40, -2.42, -0.00,        Atlas-CLA, 57.36228, 44.26533, 31.004, 5.800, 10.295, 26.194, 48.44, 87.19, -303.03
053523650, 14:52:03.650, +00:00:49, 109430, O, A, A, A, N, N, 1, 1, 6, 11, 1.62985, 11.31311, 57.18836, 43.83408, 30.979, 57.17586, 43.85964, 30.991, 5.761, 10.444, 26.064, 5.775, 10.447, 26.070, S, 26123.5, 11.883, 30.95, 80.95, -298.99, -0.19, -2.53, -0.00,        Atlas-CLA, 57.36177, 44.26518, 31.003, 5.805, 10.304, 26.163, 48.35, 87.18, -303.55
053523700, 14:52:03.700, +00:00:49, 109480, O, A, A, A, N, N, 1, 1, 6, 11, 6.71117, -1.15049, 57.15814, 43.84506, 30.982, 57.15496, 43.85316, 30.980, 5.775, 10.453, 26.058, 5.777, 10.451, 26.056, S, 26108.8, 11.887, 30.79, 80.92, -298.80, 0.08, -2.49, -0.00,        Atlas-CLA, 57.31656, 44.25615, 30.983, 5.805, 10.304, 26.163, 48.35, 87.18, -303.55
053523750, 14:52:03.750, +00:00:49, 109530, O, A, A, A, N, N, 1, 1, 6, 11, -3.25971, 0.00000, 57.12929, 43.86841, 30.969, 57.13344, 43.84906, 30.970, 5.784, 10.452, 26.038, 5.779, 10.455, 26.040, S, 26093.6, 11.891, 31.15, 80.57, -298.97, -0.07, -2.59, -0.00,        Atlas-CLA, 57.31583, 44.25798, 30.982, 5.810, 10.312, 26.131, 48.51, 86.78, -304.41
053523800, 14:52:03.800, +00:00:49, 109580, O, A, A, A, N, N, 1, 1, 6, 11, 0.67112, 2.58859, 57.09769, 43.88214, 30.962, 57.11108, 43.84648, 30.960, 5.794, 10.457, 26.024, 5.781, 10.459, 26.025, S, 26078.6, 11.896, 32.09, 80.31, -299.09, -0.05, -2.64, -0.00,        Atlas-CLA, 57.27049, 44.24910, 30.962, 5.810, 10.312, 26.131, 48.51, 86.78, -304.41
053523850, 14:52:03.850, +00:00:49, 109630, O, A, A, A, N, N, 1, 1, 6, 11, 8.53277, 0.86286, 57.07159, 43.88901, 30.951, 57.08837, 43.84480, 30.949, 5.799, 10.460, 26.006, 5.784, 10.463, 26.010, S, 26063.3, 11.901, 33.19, 79.96, -299.37, -0.12, -2.73, -0.00,        Atlas-CLA, 57.26990, 44.25064, 30.960, 5.815, 10.320, 26.100, 48.55, 86.34, -305.30
053523900, 14:52:03.900, +00:00:49, 109680, O, A, A, A, N, N, 1, 1, 6, 11, 3.35558, -6.61529, 57.02900, 43.89038, 30.939, 57.06400, 43.84352, 30.939, 5.809, 10.469, 25.984, 5.788, 10.467, 25.994, S, 26047.4, 11.906, 34.71, 79.96, -300.14, -0.32, -2.68, -0.00,        Atlas-CLA, 57.22447, 44.24188, 30.940, 5.815, 10.320, 26.100, 48.55, 86.34, -305.30
053523950, 14:52:03.950, +00:00:50, 109730, O, A, A, A, N, N, 1, 1, 6, 11, 0.57524, 0.09587, 57.00702, 43.89313, 30.926, 57.03970, 43.84275, 30.928, 5.811, 10.470, 25.966, 5.791, 10.471, 25.978, S, 26031.4, 11.911, 36.15, 79.77, -301.01, -0.37, -2.70, -0.00,        Atlas-CLA, 57.22428, 44.24224, 30.939, 5.820, 10.328, 26.069, 48.33, 86.01, -306.00
053524000, 14:52:04.000, +00:00:50, 109780, O, A, A, A, N, N, 1, 1, 6, 11, 4.21845, 11.69660, 56.96855, 43.88626, 30.921, 57.01414, 43.84167, 30.918, 5.820, 10.482, 25.951, 5.795, 10.475, 25.962, S, 26015.4, 11.917, 37.95, 80.14, -301.83, -0.34, -2.49, -0.00,        Atlas-CLA, 57.17877, 44.23351, 30.918, 5.820, 10.328, 26.069, 48.33, 86.01, -306.00
053524050, 14:52:04.050, +00:00:50, 109830, O, A, A, A, N, N, 1, 1, 6, 11, 6.71117, -8.14927, 56.94383, 43.89313, 30.899, 56.98849, 43.84139, 30.907, 5.821, 10.481, 25.926, 5.799, 10.480, 25.945, S, 25998.6, 11.922, 39.55, 80.09, -303.26, -0.60, -2.46, -0.00,        Atlas-CLA, 57.17854, 44.23404, 30.917, 5.824, 10.336, 26.037, 48.19, 85.67, -306.67
053524100, 14:52:04.100, +00:00:50, 109880, O, A, A, A, N, N, 1, 1, 6, 11, -1.24636, -7.19053, 56.89849, 43.89587, 30.893, 56.96110, 43.84154, 30.896, 5.833, 10.492, 25.907, 5.804, 10.484, 25.928, S, 25981.6, 11.929, 41.70, 80.55, -304.82, -0.65, -2.21, -0.00,        Atlas-CLA, 57.13295, 44.22537, 30.897, 5.824, 10.336, 26.037, 48.19, 85.67, -306.67
053524150, 14:52:04.150, +00:00:50, 109930, O, A, A, A, N, N, 1, 1, 6, 11, -10.45024, 5.65655, 56.88201, 43.89587, 30.852, 56.93437, 43.84187, 30.883, 5.823, 10.481, 25.868, 5.807, 10.488, 25.909, S, 25962.7, 11.933, 42.84, 79.97, -307.87, -1.28, -2.41, -0.00,        Atlas-CLA, 57.13229, 44.22914, 30.895, 5.829, 10.344, 26.005, 48.54, 84.77, -307.74
053524200, 14:52:04.200, +00:00:50, 109980, O, A, A, A, N, N, 1, 1, 6, 11, -2.01335, 11.69660, 56.86277, 43.90411, 30.834, 56.90806, 43.84303, 30.870, 5.824, 10.479, 25.847, 5.810, 10.491, 25.890, S, 25943.5, 11.938, 43.78, 79.00, -311.02, -1.32, -2.77, -0.00,        Atlas-CLA, 57.08659, 44.22078, 30.875, 5.829, 10.344, 26.005, 48.54, 84.77, -307.74
053524250, 14:52:04.250, +00:00:50, 110030, O, A, A, A, N, N, 1, 1, 6, 11, 5.75243, -11.69660, 56.84491, 43.90411, 30.852, 56.88226, 43.84431, 30.858, 5.836, 10.492, 25.857, 5.814, 10.494, 25.873, S, 25926.6, 11.943, 45.33, 78.67, -312.22, -0.50, -2.84, -0.00,        Atlas-CLA, 57.08654, 44.21990, 30.874, 5.834, 10.353, 25.974, 48.26, 84.70, -308.07
053524300, 14:52:04.300, +00:00:50, 110080, O, A, A, A, N, N, 1, 1, 6, 11, -3.93083, -6.42354, 56.81057, 43.90411, 30.844, 56.85565, 43.84570, 30.847, 5.844, 10.500, 25.840, 5.819, 10.498, 25.856, S, 25909.6, 11.949, 47.16, 78.64, -313.37, -0.48, -2.80, -0.00,        Atlas-CLA, 57.04079, 44.21150, 30.853, 5.834, 10.353, 25.974, 48.26, 84.70, -308.07
053524350, 14:52:04.350, +00:00:50, 110130, O, A, A, A, N, N, 1, 1, 6, 11, 1.82160, 8.62864, 56.78996, 43.90411, 30.822, 56.82936, 43.84718, 30.836, 5.842, 10.498, 25.816, 5.823, 10.502, 25.839, S, 25891.9, 11.954, 48.55, 78.20, -315.04, -0.70, -2.92, -0.00,        Atlas-CLA, 57.04041, 44.21125, 30.852, 5.839, 10.361, 25.942, 48.02, 84.49, -308.76
053524400, 14:52:04.400, +00:00:50, 110180, O, A, A, A, N, N, 1, 1, 6, 11, 0.00000, 11.69660, 56.76111, 43.89175, 30.820, 56.80272, 43.84776, 30.825, 5.848, 10.509, 25.806, 5.827, 10.506, 25.821, S, 25874.8, 11.959, 50.03, 78.27, -316.20, -0.48, -2.84, -0.00,        Atlas-CLA, 56.99457, 44.20285, 30.832, 5.839, 10.361, 25.942, 48.02, 84.49, -308.76
053524450, 14:52:04.450, +00:00:50, 110230, O, A, A, A, N, N, 1, 1, 6, 11, -1.05461, -7.95753, 56.74325, 43.89862, 30.813, 56.77664, 43.84901, 30.814, 5.852, 10.510, 25.794, 5.832, 10.510, 25.805, S, 25858.1, 11.965, 51.52, 78.15, -316.97, -0.33, -2.83, -0.00,        Atlas-CLA, 56.99405, 44.20192, 30.831, 5.843, 10.369, 25.911, 47.81, 84.51, -309.27
053524500, 14:52:04.500, +00:00:50, 110280, O, A, A, A, N, N, 1, 1, 6, 11, -3.06796, -6.71117, 56.71715, 43.89587, 30.801, 56.75044, 43.85011, 30.803, 5.855, 10.515, 25.776, 5.836, 10.514, 25.788, S, 25841.2, 11.971, 52.92, 78.05, -317.82, -0.35, -2.81, -0.00,        Atlas-CLA, 56.94812, 44.19347, 30.810, 5.843, 10.369, 25.911, 47.81, 84.51, -309.27
053524550, 14:52:04.550, +00:00:50, 110330, O, A, A, A, N, N, 1, 1, 6, 11, -0.86286, 2.68447, 56.68830, 43.88763, 30.793, 56.72391, 43.85063, 30.792, 5.860, 10.523, 25.762, 5.840, 10.518, 25.771, S, 25824.5, 11.976, 54.32, 78.23, -318.52, -0.29, -2.67, -0.00,        Atlas-CLA, 56.94740, 44.19433, 30.809, 5.848, 10.378, 25.879, 47.77, 84.13, -310.18
053524600, 14:52:04.600, +00:00:50, 110380, O, A, A, A, N, N, 1, 1, 6, 11, 8.91626, 11.69660, 56.67044, 43.87939, 30.781, 56.69794, 43.85059, 30.781, 5.859, 10.525, 25.746, 5.844, 10.523, 25.754, S, 25807.9, 11.982, 55.37, 78.31, -319.13, -0.26, -2.58, -0.00,        Atlas-CLA, 56.90135, 44.18597, 30.788, 5.848, 10.378, 25.879, 47.77, 84.13, -310.18
053524650, 14:52:04.650, +00:00:50, 110430, O, A, A, A, N, N, 1, 1, 6, 11, -2.30097, -7.38228, 56.63885, 43.86978, 30.769, 56.67142, 43.84988, 30.770, 5.862, 10.533, 25.727, 5.848, 10.527, 25.738, S, 25791.0, 11.988, 56.36, 78.61, -319.94, -0.34, -2.41, -0.00,        Atlas-CLA, 56.90047, 44.18664, 30.787, 5.853, 10.386, 25.847, 47.81, 83.89, -310.97
053524700, 14:52:04.700, +00:00:50, 110480, O, A, A, A, N, N, 1, 1, 6, 11, -2.39684, -3.25971, 56.61686, 43.86841, 30.759, 56.64515, 43.84921, 30.760, 5.865, 10.536, 25.712, 5.852, 10.531, 25.721, S, 25774.2, 11.994, 57.27, 78.84, -320.60, -0.28, -2.26, -0.00,        Atlas-CLA, 56.85430, 44.17836, 30.766, 5.853, 10.386, 25.847, 47.81, 83.89, -310.97
053524750, 14:52:04.750, +00:00:50, 110530, O, A, A, A, N, N, 1, 1, 6, 11, 2.10922, 0.67112, 56.59626, 43.85742, 30.754, 56.61922, 43.84777, 30.749, 5.867, 10.543, 25.701, 5.856, 10.536, 25.704, S, 25757.9, 11.999, 58.05, 79.26, -320.83, -0.10, -2.04, -0.00,        Atlas-CLA, 56.85306, 44.17954, 30.765, 5.858, 10.394, 25.815, 48.00, 83.62, -311.91
053524800, 14:52:04.800, +00:00:50, 110580, O, A, A, A, N, N, 1, 1, 6, 11, 8.91626, -2.30097, 56.58252, 43.83957, 30.739, 56.59419, 43.84507, 30.739, 5.862, 10.545, 25.685, 5.859, 10.540, 25.688, S, 25741.6, 12.005, 58.24, 79.53, -321.04, -0.09, -1.88, -0.00,        Atlas-CLA, 56.80674, 44.17138, 30.744, 5.858, 10.394, 25.815, 48.00, 83.62, -311.91
053524850, 14:52:04.850, +00:00:50, 110630, O, A, A, A, N, N, 1, 1, 6, 11, -3.93083, -3.35558, 56.55779, 43.81897, 30.725, 56.56914, 43.84091, 30.728, 5.860, 10.552, 25.666, 5.862, 10.545, 25.672, S, 25725.1, 12.010, 58.08, 79.96, -321.44, -0.17, -1.66, -0.00,        Atlas-CLA, 56.80560, 44.17056, 30.744, 5.863, 10.403, 25.783, 47.95, 83.77, -312.55
053524900, 14:52:04.900, +00:00:50, 110680, O, A, A, A, N, N, 1, 1, 6, 11, -1.62985, -1.24636, 56.53581, 43.81348, 30.718, 56.54428, 43.83659, 30.717, 5.863, 10.558, 25.654, 5.864, 10.550, 25.655, S, 25708.9, 12.016, 57.94, 80.46, -321.55, -0.05, -1.42, -0.00,        Atlas-CLA, 56.75914, 44.16236, 30.723, 5.863, 10.403, 25.783, 47.95, 83.77, -312.55
053524950, 14:52:04.950, +00:00:51, 110730, O, A, A, A, N, N, 1, 1, 6, 11, 11.69660, -8.05340, 56.50834, 43.80936, 30.711, 56.51917, 43.83221, 30.707, 5.867, 10.564, 25.640, 5.867, 10.554, 25.639, S, 25692.9, 12.021, 57.94, 81.11, -321.53, 0.01, -1.11, -0.00,        Atlas-CLA, 56.75719, 44.16318, 30.722, 5.868, 10.411, 25.750, 48.20, 83.68, -313.76
053525000, 14:52:05.000, +00:00:51, 110780, O, A, A, A, N, N, 1, 1, 6, 11, 5.75243, -4.12257, 56.47674, 43.79974, 30.685, 56.49350, 43.82734, 30.695, 5.865, 10.566, 25.609, 5.870, 10.559, 25.622, S, 25675.6, 12.027, 57.60, 81.57, -322.52, -0.42, -0.90, -0.00,        Atlas-CLA, 56.71052, 44.15506, 30.700, 5.868, 10.411, 25.750, 48.20, 83.68, -313.76
053525050, 14:52:05.050, +00:00:51, 110830, O, A, A, A, N, N, 1, 1, 6, 11, -0.38350, -5.27306, 56.46025, 43.81073, 30.677, 56.46849, 43.82367, 30.684, 5.870, 10.566, 25.598, 5.872, 10.563, 25.605, S, 25658.8, 12.032, 57.39, 81.72, -323.09, -0.24, -0.81, -0.00,        Atlas-CLA, 56.70863, 44.15446, 30.699, 5.873, 10.420, 25.717, 48.22, 83.85, -314.87
053525100, 14:52:05.100, +00:00:51, 110880, O, A, A, A, N, N, 1, 1, 6, 11, -2.01335, 1.34223, 56.43690, 43.79562, 30.670, 56.44357, 43.81903, 30.673, 5.871, 10.574, 25.584, 5.875, 10.568, 25.589, S, 25642.3, 12.037, 57.08, 82.11, -323.41, -0.13, -0.64, -0.00,        Atlas-CLA, 56.66175, 44.14632, 30.678, 5.873, 10.420, 25.717, 48.22, 83.85, -314.87
053525150, 14:52:05.150, +00:00:51, 110930, O, A, A, A, N, N, 1, 1, 6, 11, 2.10922, -11.69660, 56.41080, 43.78189, 30.654, 56.41852, 43.81359, 30.661, 5.870, 10.579, 25.563, 5.877, 10.573, 25.572, S, 25625.4, 12.042, 56.53, 82.50, -324.05, -0.27, -0.46, -0.00,        Atlas-CLA, 56.65992, 44.14545, 30.677, 5.877, 10.428, 25.685, 48.25, 84.12, -315.85
053525200, 14:52:05.200, +00:00:51, 110980, O, A, A, A, N, N, 1, 1, 6, 11, 4.98544, -11.69660, 56.37783, 43.78052, 30.643, 56.39279, 43.80837, 30.650, 5.876, 10.585, 25.544, 5.880, 10.577, 25.555, S, 25608.2, 12.047, 56.22, 83.04, -324.83, -0.32, -0.23, -0.00,        Atlas-CLA, 56.61285, 44.13726, 30.656, 5.877, 10.428, 25.685, 48.25, 84.12, -315.85
053525250, 14:52:05.250, +00:00:51, 111030, O, A, A, A, N, N, 1, 1, 6, 11, -3.16384, 0.57524, 56.36134, 43.77090, 30.638, 56.36774, 43.80271, 30.639, 5.877, 10.590, 25.535, 5.882, 10.582, 25.538, S, 25591.7, 12.053, 55.81, 83.61, -325.05, -0.09, 0.02, -0.00,        Atlas-CLA, 56.61148, 44.13657, 30.655, 5.882, 10.437, 25.652, 48.22, 84.27, -316.68
053525300, 14:52:05.300, +00:00:51, 111080, O, A, A, A, N, N, 1, 1, 6, 11, -0.28762, 3.93083, 56.33387, 43.76953, 30.630, 56.34246, 43.79729, 30.628, 5.882, 10.596, 25.521, 5.885, 10.587, 25.522, S, 25575.4, 12.058, 55.60, 84.28, -325.15, -0.04, 0.30, 0.00,        Atlas-CLA, 56.56424, 44.12835, 30.634, 5.882, 10.437, 25.652, 48.22, 84.27, -316.68
053525350, 14:52:05.350, +00:00:51, 111130, O, A, A, A, N, N, 1, 1, 6, 11, 0.38350, -11.69660, 56.30914, 43.76541, 30.613, 56.31718, 43.79188, 30.617, 5.882, 10.598, 25.499, 5.887, 10.592, 25.505, S, 25558.6, 12.064, 55.26, 84.76, -325.56, -0.17, 0.50, -0.00,        Atlas-CLA, 56.56278, 44.12756, 30.633, 5.887, 10.446, 25.620, 48.19, 84.47, -317.52
053525400, 14:52:05.400, +00:00:51, 111180, O, A, A, A, N, N, 1, 1, 6, 11, 0.47937, -10.45024, 56.27067, 43.74893, 30.615, 56.29079, 43.78548, 30.607, 5.891, 10.615, 25.489, 5.890, 10.598, 25.489, S, 25542.4, 12.070, 55.34, 86.03, -325.53, 0.01, 1.02, 0.00,        Atlas-CLA, 56.51537, 44.11930, 30.612, 5.887, 10.446, 25.620, 48.19, 84.47, -317.52
053525450, 14:52:05.450, +00:00:51, 111230, O, A, A, A, N, N, 1, 1, 6, 11, -2.39684, -2.58859, 56.25831, 43.74344, 30.595, 56.26545, 43.77904, 30.596, 5.886, 10.612, 25.469, 5.892, 10.603, 25.472, S, 25525.9, 12.076, 54.92, 86.76, -325.75, -0.09, 1.30, 0.00,        Atlas-CLA, 56.51312, 44.11905, 30.611, 5.892, 10.454, 25.586, 48.27, 84.61, -318.93
053525500, 14:52:05.500, +00:00:51, 111280, O, A, A, A, N, N, 1, 1, 6, 11, 0.76699, 7.38228, 56.23083, 43.73657, 30.580, 56.23989, 43.77244, 30.585, 5.887, 10.616, 25.448, 5.894, 10.608, 25.455, S, 25509.0, 12.081, 54.41, 87.42, -326.27, -0.22, 1.55, 0.00,        Atlas-CLA, 56.46546, 44.11078, 30.589, 5.892, 10.454, 25.586, 48.27, 84.61, -318.93
