# TUMS, HORA, TD, TREL, DADO_RAD, S, G, D, TV, REPOND, BANDA_EL, BANDA_AZ, BANDA_DT, SN_RD, ERRO_EL, ERRO_AZ, ELEV, AZIM, DIST, ELEV_F, AZIM_F, DIST_F, X_RAMPA_BR, Y_RAMPA_BR, Z_RAMPA_BR, X_RAMPA_F, Y_RAMPA_F, Z_RAMPA_F, VALIDO, ALT, DIST_CURV, Vx, Vy, Vz, Ax, Ay, Az, DESIGNADOR, DSG_ELEV, DSG_AZIM, DSG_DIST, DSG_X_RAMPA, DSG_Y_RAMPA, DSG_Z_RAMPA, DSG_Vx, DSG_Vy, DSG_Vz
053414200, 14:50:14.200, +00:00:00, 0, O, D, D, D, N, N, 2, 1, 9, 57, 6.99879, 4.88956, -0.16996, 74.13986, 6.060, -0.16996, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.7, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.16020, 74.14274, 6.071, 0.000, 0.000, 0.002, 0.00, 0.00, 0.00
053414250, 14:50:14.250, +00:00:00, 30, O, D, D, D, N, N, 2, 1, 9, 57, 7.09466, 4.50607, -0.17133, 74.13986, 6.060, -0.17133, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.6, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.15819, 74.14242, 6.072, 0.000, 0.000, 0.002, 0.00, 0.00, 0.00
053414300, 14:50:14.300, +00:00:00, 80, O, D, D, D, N, N, 2, 1, 9, 57, 6.32767, 4.50607, -0.17133, 74.13986, 6.060, -0.17133, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.6, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.14861, 74.14124, 6.072, 0.000, 0.000, 0.003, 0.00, 0.00, 0.00
053414350, 14:50:14.350, +00:00:00, 130, O, D, D, D, N, N, 2, 1, 9, 57, 6.51942, 6.04005, -0.17133, 74.13986, 6.060, -0.17133, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.6, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.13126, 74.13925, 6.072, 0.001, 0.001, 0.005, 0.00, 0.00, 0.00
053414400, 14:50:14.400, +00:00:00, 180, O, D, D, D, N, N, 2, 1, 9, 57, 6.51942, 6.61529, -0.17133, 74.13986, 6.060, -0.17133, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.6, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.10614, 74.13647, 6.073, 0.001, 0.001, 0.007, 0.00, 0.00, 0.00
053414450, 14:50:14.450, +00:00:00, 230, O, D, D, D, N, N, 2, 1, 9, 57, 7.19053, 8.24515, -0.16996, 74.13986, 6.060, -0.16996, 74.13986, 6.060, -0.011, -0.003, 0.002, -0.011, -0.003, 0.002, N, 43.7, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.07325, 74.13288, 6.073, 0.001, 0.002, 0.011, 0.00, 0.00, 0.00
053414500, 14:50:14.500, +00:00:00, 280, O, D, D, D, N, N, 2, 1, 9, 57, 9.87500, 10.73787, -0.15897, 74.13986, 6.060, -0.15897, 74.13986, 6.060, -0.011, -0.003, 0.003, -0.011, -0.003, 0.003, N, 44.9, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, -0.03259, 74.12848, 6.074, 0.002, 0.002, 0.015, 0.00, 0.00, 0.00
053414550, 14:50:14.550, +00:00:00, 330, O, D, D, D, N, N, 2, 1, 9, 57, 9.29976, 9.87500, -0.12876, 74.13986, 6.060, -0.12876, 74.13986, 6.060, -0.011, -0.003, 0.006, -0.011, -0.003, 0.006, N, 48.1, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.01583, 74.12329, 6.074, 0.002, 0.003, 0.020, 0.00, 0.00, 0.00
053414600, 14:50:14.600, +00:00:00, 380, O, D, D, D, N, N, 2, 1, 9, 57, 11.21723, 9.58738, -0.09992, 74.13849, 6.060, -0.09992, 74.13849, 6.060, -0.011, -0.002, 0.009, -0.011, -0.002, 0.009, N, 51.1, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.07202, 74.11730, 6.075, 0.003, 0.004, 0.026, 0.00, 0.00, 0.00
053414650, 14:50:14.650, +00:00:00, 430, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 7.66990, -0.06284, 74.13300, 6.060, -0.06284, 74.13300, 6.060, -0.011, -0.002, 0.013, -0.011, -0.002, 0.013, N, 55.1, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.13595, 74.11051, 6.076, 0.003, 0.005, 0.033, 0.00, 0.00, 0.00
053414700, 14:50:14.700, +00:00:00, 480, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 5.75243, -0.01340, 74.12888, 6.060, -0.01340, 74.12888, 6.060, -0.011, -0.002, 0.018, -0.011, -0.002, 0.018, N, 60.3, 0.011, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.20764, 74.10291, 6.077, 0.004, 0.006, 0.041, 0.00, 0.00, 0.00
053414750, 14:50:14.750, +00:00:00, 530, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 4.21845, 0.05389, 74.12064, 6.060, 0.05389, 74.12064, 6.060, -0.012, -0.001, 0.025, -0.012, -0.001, 0.025, N, 67.4, 0.012, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.28707, 74.09452, 6.078, 0.005, 0.007, 0.049, 0.00, 0.00, 0.00
053414800, 14:50:14.800, +00:00:00, 580, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 3.25971, 0.11157, 74.11377, 6.060, 0.11157, 74.11377, 6.060, -0.012, 0.000, 0.031, -0.012, 0.000, 0.031, N, 73.5, 0.012, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.37423, 74.08533, 6.079, 0.005, 0.008, 0.058, 0.00, 0.00, 0.00
053414850, 14:50:14.850, +00:00:00, 630, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 1.15049, 0.19396, 74.10416, 6.060, 0.19396, 74.10416, 6.060, -0.012, 0.001, 0.040, -0.012, 0.001, 0.040, N, 82.2, 0.012, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.46912, 74.07534, 6.080, 0.006, 0.009, 0.068, 0.00, 0.00, 0.00
053414900, 14:50:14.900, +00:00:00, 680, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 1.82160, 0.26400, 74.09454, 6.060, 0.26400, 74.09454, 6.060, -0.012, 0.002, 0.048, -0.012, 0.002, 0.048, N, 89.6, 0.012, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.57174, 74.06455, 6.081, 0.007, 0.011, 0.079, 0.00, 0.00, 0.00
053414950, 14:50:14.950, +00:00:01, 730, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 0.09587, 0.36425, 74.08356, 6.060, 0.36425, 74.08356, 6.060, -0.013, 0.003, 0.058, -0.013, 0.003, 0.058, N, 100.2, 0.013, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.68206, 74.05297, 6.082, 0.008, 0.012, 0.091, 0.00, 0.00, 0.00
053415000, 14:50:15.000, +00:00:01, 780, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 0.19175, 0.45489, 74.07532, 6.060, 0.45489, 74.07532, 6.060, -0.013, 0.004, 0.068, -0.013, 0.004, 0.068, N, 109.8, 0.014, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.80008, 74.04059, 6.084, 0.008, 0.014, 0.104, 0.00, 0.00, 0.00
053415050, 14:50:15.050, +00:00:01, 830, O, D, D, D, N, N, 2, 1, 9, 57, 11.31311, 1.72573, 0.56613, 74.06296, 6.060, 0.56613, 74.06296, 6.060, -0.014, 0.005, 0.080, -0.014, 0.005, 0.080, N, 121.6, 0.014, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 0.92580, 74.02742, 6.085, 0.009, 0.016, 0.117, 0.00, 0.00, 0.00
053415100, 14:50:15.100, +00:00:01, 880, O, D, D, D, N, N, 2, 1, 9, 57, 9.49151, 0.00000, 0.67736, 74.05197, 6.060, 0.67736, 74.05197, 6.060, -0.014, 0.006, 0.091, -0.014, 0.006, 0.091, N, 133.4, 0.015, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.05919, 74.01345, 6.087, 0.010, 0.017, 0.131, 0.00, 0.00, 0.00
053415150, 14:50:15.150, +00:00:01, 930, O, D, D, D, N, N, 2, 1, 9, 57, 7.76578, -0.57524, 0.80370, 74.03961, 6.060, 0.80370, 74.03961, 6.060, -0.014, 0.007, 0.105, -0.014, 0.007, 0.105, N, 146.7, 0.016, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.19988, 73.99869, 6.089, 0.011, 0.019, 0.146, 0.00, 0.00, 0.00
053415200, 14:50:15.200, +00:00:01, 980, O, D, D, D, N, N, 2, 1, 9, 57, 4.79369, -2.39684, 0.93279, 74.02588, 6.060, 0.93279, 74.02588, 6.060, -0.015, 0.009, 0.118, -0.015, 0.009, 0.118, N, 160.4, 0.017, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.34858, 73.98314, 6.091, 0.012, 0.021, 0.162, 0.00, 0.00, 0.00
053415250, 14:50:15.250, +00:00:01, 1030, O, D, D, D, N, N, 2, 1, 9, 57, 4.50607, -3.83495, 1.07012, 74.00940, 6.060, 1.07012, 74.00940, 6.060, -0.016, 0.010, 0.133, -0.016, 0.010, 0.133, N, 174.9, 0.019, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.50280, 73.96812, 6.092, 0.013, 0.023, 0.178, 0.00, 0.00, 0.00
053415300, 14:50:15.300, +00:00:01, 1080, O, D, D, D, N, N, 2, 1, 9, 57, 4.60194, -4.31432, 1.21741, 73.99704, 6.060, 1.21741, 73.99704, 6.060, -0.017, 0.011, 0.148, -0.017, 0.011, 0.148, N, 190.5, 0.020, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.66356, 73.95301, 6.094, 0.014, 0.025, 0.196, 0.00, 0.00, 0.00
053415350, 14:50:15.350, +00:00:01, 1130, O, D, D, D, N, N, 2, 1, 9, 57, 6.80704, -3.54733, 1.36985, 73.97919, 6.060, 1.36985, 73.97919, 6.060, -0.017, 0.013, 0.165, -0.017, 0.013, 0.165, N, 206.6, 0.022, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 1.83231, 73.93688, 6.096, 0.014, 0.027, 0.214, 0.00, 0.00, 0.00
053415400, 14:50:15.400, +00:00:01, 1180, O, D, D, D, N, N, 2, 1, 9, 57, 8.53277, -2.87621, 1.52492, 73.96271, 6.123, 1.52492, 73.96271, 6.123, 0.042, 0.032, 0.183, 0.042, 0.032, 0.183, N, 224.7, 0.053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 2.00903, 73.91973, 6.098, 0.015, 0.029, 0.232, 0.00, 0.00, 0.00
053415450, 14:50:15.450, +00:00:01, 1230, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, -2.20510, 1.69658, 73.94485, 6.123, 1.69658, 73.94485, 6.123, 0.041, 0.034, 0.201, 0.041, 0.034, 0.201, N, 243.0, 0.053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 2.19371, 73.90157, 6.100, 0.016, 0.031, 0.252, 0.00, 0.00, 0.00
053415500, 14:50:15.500, +00:00:01, 1280, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, -0.76699, 1.87099, 73.93250, 6.123, 1.87099, 73.93250, 6.123, 0.040, 0.035, 0.220, 0.040, 0.035, 0.220, N, 261.7, 0.053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 2.38596, 73.88239, 6.102, 0.017, 0.034, 0.273, 0.00, 0.00, 0.00
053415550, 14:50:15.550, +00:00:01, 1330, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, 0.38350, 2.04815, 73.91464, 6.123, 2.04815, 73.91464, 6.123, 0.039, 0.036, 0.239, 0.039, 0.036, 0.239, N, 280.6, 0.053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 2.58644, 73.86220, 6.105, 0.018, 0.036, 0.294, 0.00, 0.00, 0.00
053415600, 14:50:15.600, +00:00:01, 1380, O, D, D, D, N, N, 2, 1, 9, 57, 11.69660, -3.54733, 2.23079, 73.89816, 6.123, 2.23079, 73.89816, 6.123, 0.037, 0.038, 0.258, 0.037, 0.038, 0.258, N, 300.1, 0.053, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 2.79478, 73.84100, 6.108, 0.019, 0.039, 0.316, 0.00, 0.00, 0.00
053415650, 14:50:15.650, +00:00:01, 1430, O, D, D, D, N, N, 2, 1, 9, 57, 11.40898, -9.20388, 2.43714, 73.87344, 6.123, 2.43714, 73.87344, 6.123, 0.036, 0.040, 0.280, 0.036, 0.040, 0.280, N, 322.1, 0.054, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 3.01093, 73.81880, 6.111, 0.020, 0.042, 0.340, 0.00, 0.00, 0.00
053415700, 14:50:15.700, +00:00:01, 1480, O, D, D, D, N, N, 2, 1, 9, 57, 8.14927, -8.14927, 2.64588, 73.85422, 6.123, 2.64588, 73.85422, 6.123, 0.034, 0.042, 0.302, 0.034, 0.042, 0.302, N, 344.4, 0.054, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 3.23486, 73.79559, 6.114, 0.022, 0.045, 0.364, 0.00, 0.00, 0.00
053415750, 14:50:15.750, +00:00:01, 1530, O, D, D, D, N, N, 2, 1, 9, 57, 4.60194, -8.72452, 2.84638, 73.83362, 6.123, 2.84638, 73.83362, 6.123, 0.033, 0.044, 0.324, 0.033, 0.044, 0.324, N, 365.8, 0.054, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 3.46620, 73.77138, 6.118, 0.023, 0.048, 0.389, 0.00, 0.00, 0.00
053415800, 14:50:15.800, +00:00:01, 1580, O, D, D, D, N, N, 2, 1, 9, 57, 0.67112, -8.05340, 3.06885, 73.80890, 6.123, 3.06885, 73.80890, 6.123, 0.031, 0.046, 0.348, 0.031, 0.046, 0.348, N, 389.5, 0.055, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 3.70556, 73.74618, 6.122, 0.025, 0.051, 0.414, 0.00, 0.00, 0.00
053415850, 14:50:15.850, +00:00:01, 1630, O, D, D, D, N, N, 2, 1, 9, 57, -2.97209, -6.23180, 3.29956, 73.78555, 6.123, 3.29956, 73.78555, 6.123, 0.029, 0.048, 0.372, 0.029, 0.048, 0.372, N, 414.2, 0.056, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 3.95256, 73.71997, 6.127, 0.027, 0.055, 0.441, 0.00, 0.00, 0.00
053415900, 14:50:15.900, +00:00:01, 1680, O, D, D, D, N, N, 2, 1, 9, 57, -6.80704, -6.04005, 3.53472, 73.76221, 6.123, 3.53472, 73.76221, 6.123, 0.026, 0.050, 0.397, 0.026, 0.050, 0.397, N, 439.2, 0.056, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 4.20715, 73.69278, 6.132, 0.028, 0.058, 0.469, 0.00, 0.00, 0.00
053415950, 14:50:15.950, +00:00:02, 1730, O, D, D, D, N, N, 2, 1, 9, 57, -11.12136, -3.73908, 3.77505, 73.73886, 6.123, 3.77505, 73.73886, 6.123, 0.024, 0.052, 0.423, 0.024, 0.052, 0.423, N, 464.9, 0.057, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 4.46929, 73.66460, 6.137, 0.030, 0.062, 0.497, 0.00, 0.00, 0.00
053416000, 14:50:16.000, +00:00:02, 1780, O, D, D, D, N, N, 2, 1, 9, 57, -9.29976, -2.30097, 4.03597, 73.70590, 6.123, 4.03597, 73.70590, 6.123, 0.021, 0.055, 0.451, 0.021, 0.055, 0.451, N, 492.7, 0.059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 4.73859, 73.63543, 6.142, 0.032, 0.066, 0.526, 0.00, 0.00, 0.00
053416050, 14:50:16.050, +00:00:02, 1830, O, D, D, D, N, N, 2, 1, 9, 57, -9.29976, 0.38350, 4.29553, 73.68118, 6.123, 4.29553, 73.68118, 6.123, 0.019, 0.057, 0.478, 0.019, 0.057, 0.478, N, 520.3, 0.059, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 5.01562, 73.60528, 6.148, 0.035, 0.070, 0.556, 0.00, 0.00, 0.00
053416100, 14:50:16.100, +00:00:02, 1880, O, D, D, D, N, N, 2, 1, 9, 57, -3.73908, 8.62864, 4.56332, 73.65372, 6.123, 4.56332, 73.65372, 6.123, 0.016, 0.059, 0.507, 0.016, 0.059, 0.507, N, 548.9, 0.061, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 5.30001, 73.57415, 6.154, 0.037, 0.074, 0.587, 0.00, 0.00, 0.00
053416150, 14:50:16.150, +00:00:02, 1930, O, D, D, D, N, N, 2, 1, 9, 57, -2.49272, 11.69660, 4.84104, 73.62350, 6.123, 4.84104, 73.62350, 6.123, 0.012, 0.061, 0.536, 0.012, 0.061, 0.536, N, 578.4, 0.062, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 5.59169, 73.54206, 6.161, 0.039, 0.078, 0.619, 0.00, 0.00, 0.00
053416200, 14:50:16.200, +00:00:02, 1980, O, D, D, D, N, N, 2, 1, 9, 57, -11.69660, 10.64199, 5.12119, 73.59192, 6.123, 5.12119, 73.59192, 6.123, 0.009, 0.064, 0.566, 0.009, 0.064, 0.566, N, 608.3, 0.064, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 5.89028, 73.50899, 6.168, 0.042, 0.083, 0.652, 0.00, 0.00, 0.00
053416250, 14:50:16.250, +00:00:02, 2030, O, D, D, D, N, N, 2, 1, 9, 56, -11.69660, 0.47937, 5.40674, 73.56308, 6.185, 5.40674, 73.56308, 6.185, 0.065, 0.083, 0.603, 0.065, 0.083, 0.603, N, 644.6, 0.106, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 6.20921, 73.47256, 6.176, 0.045, 0.088, 0.687, 0.00, 0.00, 0.00
053416300, 14:50:16.300, +00:00:02, 2080, O, D, D, D, N, N, 2, 1, 9, 56, -7.86165, -2.58859, 5.70062, 73.53287, 6.185, 5.70062, 73.53287, 6.185, 0.061, 0.086, 0.634, 0.061, 0.086, 0.634, N, 676.2, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 6.54189, 73.43393, 6.185, 0.049, 0.093, 0.723, 0.00, 0.00, 0.00
053416350, 14:50:16.350, +00:00:02, 2130, O, D, D, D, N, N, 2, 1, 9, 56, -2.78034, -5.75243, 5.99756, 73.49854, 6.185, 5.99756, 73.49854, 6.185, 0.057, 0.088, 0.666, 0.057, 0.088, 0.666, N, 708.0, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 6.87918, 73.39477, 6.194, 0.052, 0.098, 0.761, 0.00, 0.00, 0.00
053416400, 14:50:16.400, +00:00:02, 2180, O, D, D, D, N, N, 2, 1, 9, 56, 1.91748, -3.83495, 6.32028, 73.46283, 6.185, 6.32028, 73.46283, 6.185, 0.052, 0.091, 0.701, 0.052, 0.091, 0.701, N, 742.7, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 7.22070, 73.35507, 6.204, 0.056, 0.104, 0.799, 0.00, 0.00, 0.00
053416450, 14:50:16.450, +00:00:02, 2230, O, D, D, D, N, N, 2, 1, 9, 56, 6.90291, -0.57524, 6.64713, 73.42163, 6.185, 6.64713, 73.42163, 6.185, 0.047, 0.094, 0.736, 0.047, 0.094, 0.736, N, 777.7, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 7.56700, 73.31485, 6.214, 0.059, 0.110, 0.837, 0.00, 0.00, 0.00
053416500, 14:50:16.500, +00:00:02, 2280, O, D, D, D, N, N, 2, 1, 9, 55, 11.69660, -1.34223, 6.99212, 73.38181, 6.185, 6.99212, 73.38181, 6.185, 0.042, 0.097, 0.773, 0.042, 0.097, 0.773, N, 814.7, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 7.91769, 73.27410, 6.224, 0.063, 0.115, 0.876, 0.00, 0.00, 0.00
053416550, 14:50:16.550, +00:00:02, 2330, O, D, D, D, N, N, 2, 1, 9, 55, 11.69660, -2.30097, 7.34780, 73.34198, 6.185, 7.34780, 73.34198, 6.185, 0.036, 0.099, 0.811, 0.036, 0.099, 0.811, N, 852.8, 0.105, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 8.27243, 73.23284, 6.235, 0.067, 0.121, 0.916, 0.00, 0.00, 0.00
053416600, 14:50:16.600, +00:00:02, 2380, O, D, D, D, N, N, 2, 1, 9, 55, 6.23180, -4.41019, 7.70065, 73.30353, 6.248, 7.70065, 73.30353, 6.248, 0.089, 0.120, 0.857, 0.089, 0.120, 0.857, N, 899.0, 0.149, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 8.63172, 73.19105, 6.246, 0.070, 0.127, 0.956, 0.00, 0.00, 0.00
053416650, 14:50:16.650, +00:00:02, 2430, O, D, D, D, N, N, 2, 1, 9, 55, -0.38350, -11.69660, 8.06211, 73.26233, 6.248, 8.06211, 73.26233, 6.248, 0.083, 0.122, 0.896, 0.083, 0.122, 0.896, N, 938.0, 0.147, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 8.99518, 73.14874, 6.257, 0.074, 0.133, 0.997, 0.00, 0.00, 0.00
053416700, 14:50:16.700, +00:00:02, 2480, O, D, D, D, N, N, 2, 1, 9, 53, -3.83495, -11.69660, 8.41642, 73.21701, 6.248, 8.41642, 73.21701, 6.248, 0.076, 0.126, 0.934, 0.076, 0.126, 0.934, N, 976.3, 0.146, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 9.36247, 73.10592, 6.269, 0.078, 0.139, 1.039, 0.00, 0.00, 0.00
053416750, 14:50:16.750, +00:00:02, 2530, O, D, D, D, N, N, 2, 1, 9, 53, 1.53398, -11.21723, 8.78721, 73.17581, 6.248, 8.78721, 73.17581, 6.248, 0.069, 0.128, 0.974, 0.069, 0.128, 0.974, N, 1016.2, 0.145, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 9.73407, 73.06259, 6.282, 0.081, 0.145, 1.081, 0.00, 0.00, 0.00
053416800, 14:50:16.800, +00:00:02, 2580, O, D, D, D, N, N, 2, 1, 9, 53, 0.57524, -5.36893, 9.15525, 73.13049, 6.248, 9.15525, 73.13049, 6.248, 0.061, 0.131, 1.014, 0.061, 0.131, 1.014, N, 1055.9, 0.144, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 10.10961, 73.01875, 6.294, 0.085, 0.151, 1.124, 0.00, 0.00, 0.00
053416850, 14:50:16.850, +00:00:02, 2630, O, D, D, D, N, N, 2, 1, 9, 53, -0.28762, -2.49272, 9.52897, 73.08792, 6.310, 9.52897, 73.08792, 6.310, 0.113, 0.151, 1.064, 0.113, 0.151, 1.064, N, 1106.5, 0.188, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 10.48873, 72.97440, 6.307, 0.089, 0.157, 1.167, 0.00, 0.00, 0.00
053416900, 14:50:16.900, +00:00:02, 2680, O, D, D, D, N, N, 2, 1, 9, 50, -9.01214, -11.69660, 9.90800, 73.04672, 6.310, 9.90800, 73.04672, 6.310, 0.105, 0.153, 1.106, 0.105, 0.153, 1.106, N, 1147.6, 0.185, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 10.87190, 72.92954, 6.321, 0.093, 0.163, 1.211, 0.00, 0.00, 0.00
053416950, 14:50:16.950, +00:00:03, 2730, O, D, D, D, N, N, 2, 1, 9, 50, -2.01335, -3.16384, 10.28566, 73.00278, 6.310, 10.28566, 73.00278, 6.310, 0.096, 0.156, 1.147, 0.096, 0.156, 1.147, N, 1188.6, 0.183, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 11.25874, 72.88418, 6.335, 0.097, 0.170, 1.256, 0.00, 0.00, 0.00
053417000, 14:50:17.000, +00:00:03, 2780, O, D, D, D, N, N, 2, 1, 9, 50, 0.86286, -1.53398, 10.66496, 72.96021, 6.310, 10.66496, 72.96021, 6.310, 0.087, 0.158, 1.188, 0.087, 0.158, 1.188, N, 1229.6, 0.180, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 11.64891, 72.83833, 6.350, 0.101, 0.176, 1.301, 0.00, 0.00, 0.00
053417050, 14:50:17.050, +00:00:03, 2830, O, D, D, D, N, N, 2, 1, 9, 50, 2.49272, -0.67112, 11.05361, 72.91077, 6.310, 11.05361, 72.91077, 6.310, 0.078, 0.161, 1.230, 0.078, 0.161, 1.230, N, 1271.6, 0.178, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 12.04284, 72.79197, 6.365, 0.105, 0.182, 1.347, 0.00, 0.00, 0.00
053417100, 14:50:17.100, +00:00:03, 2880, O, D, D, D, N, N, 2, 1, 9, 48, -0.38350, 2.97209, 11.43805, 72.86133, 6.373, 11.43805, 72.86133, 6.373, 0.127, 0.181, 1.284, 0.127, 0.181, 1.284, N, 1325.6, 0.221, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 12.44018, 72.74512, 6.380, 0.109, 0.189, 1.393, 0.00, 0.00, 0.00
053417150, 14:50:17.150, +00:00:03, 2930, O, D, D, D, N, N, 2, 1, 9, 48, -7.38228, 7.95753, 11.83381, 72.82013, 6.373, 11.83381, 72.82013, 6.373, 0.117, 0.183, 1.327, 0.117, 0.183, 1.327, N, 1368.7, 0.217, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 12.84082, 72.69778, 6.396, 0.113, 0.196, 1.440, 0.00, 0.00, 0.00
053417200, 14:50:17.200, +00:00:03, 2980, O, D, D, D, N, N, 2, 1, 9, 48, -1.91748, 11.69660, 12.23344, 72.77206, 6.373, 12.23344, 72.77206, 6.373, 0.107, 0.185, 1.370, 0.107, 0.185, 1.370, N, 1412.2, 0.214, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, Trajetoria Nominal, 13.24467, 72.64994, 6.413, 0.117, 0.202, 1.488, 0.00, 0.00, 0.00
